tabela;label;modalidade;modalidade_sistema;situacao;orgao;orgao_id;data_publicacao;numero;numero_processo;ano;data_homologacao;data_abertura;data_fechamento;data_protocolo;data_julgamento;valor_estimado;valor_homologado;descricao;fundamento;covid;mp;lei_base;registro_preco;lembretes;orcamento_sigiloso;chave;modalidade_id;situacao_id;ocultar_modalidades;total;empenhos
licitacoes;<b>Processo </b>2025000092/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS;3500;2025-05-27;;2025000092;2025;2025-05-27;;;;;6000000.00;8000000.00;ADESÃO DA ATA DE REGISTRO DE PREÇOS Nº 01/2024, PROCESSO ADMINISTRATIVO Nº 898.995/2023, GERENCIADA PELO CREA/ES, CUJO OBJETO CONSISTE NA CONTRATAÇÃO DE FUTURA EMPRESA DE ENGENHARIA PARA, SOB DEMANDA, REALIZAR OBRA, REFORMA, RECUPERAÇÃO, AMPLIAÇÃO, DEMOLIÇÃO, ADAPTAÇÃO E MANUTENÇÃO PREDIAL (PEQUENAS REFORMAS), COM FORNECIMENTO DE PEÇAS, EQUIPAMENTOS, MATERIAIS E MÃO DE OBRA, NA FORMA ESTABELECIDA EM PLANILHAS DE SERVIÇOS COM INSUMOS DIVERSOS DESCRITOS PELO SISTEMA NACIONAL DE PESQUISA DE CUSTOS E ÍNDICES DA CONSTRUÇÃO CIVIL, DORAVANTE DENOMINADO SINAPI;;0;;;0;1,H;0;39199;99;5;;2129;False
licitacoes;<b>Processo </b>2025000092/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS;3500;2025-05-27;;2025000092;2025;2025-05-27;;;;;2000000.00;2000000.00;ADESÃO DA ATA DE REGISTRO DE PREÇOS Nº 01/2024, PROCESSO ADMINISTRATIVO Nº 898.995/2023, GERENCIADA PELO CREA/ES, CUJO OBJETO CONSISTE NA CONTRATAÇÃO DE FUTURA EMPRESA DE ENGENHARIA PARA, SOB DEMANDA, REALIZAR OBRA, REFORMA, RECUPERAÇÃO, AMPLIAÇÃO, DEMOLIÇÃO, ADAPTAÇÃO E MANUTENÇÃO PREDIAL (PEQUENAS REFORMAS), COM FORNECIMENTO DE PEÇAS, EQUIPAMENTOS, MATERIAIS E MÃO DE OBRA, NA FORMA ESTABELECIDA EM PLANILHAS DE SERVIÇOS COM INSUMOS DIVERSOS DESCRITOS PELO SISTEMA NACIONAL DE PESQUISA DE CUSTOS E ÍNDICES DA CONSTRUÇÃO CIVIL, DORAVANTE DENOMINADO SINAPI;;0;;;0;1,H;0;39200;99;5;;2129;False
licitacoes;<b>Processo </b>2025003355/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA DO GABINETE DO PREFEITO;9909;2025-05-22;;2025003355;2025;2025-05-22;;;;;1528800.00;1528800.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
12 VIATURAS PICK-UP CABINE DUPLA COM CELA CARACTERIZADA (ATA 007/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 18.200,00.
GUARDA METROPOLITANA DE PALMAS.";;0;;;0;1,H;0;39118;99;5;;2129;False
licitacoes;<b>Processo </b>2025003356/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE ZELADORIA URBANA;1900;2025-05-22;;2025003356;2025;2025-05-22;;;;;420000.00;420000.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
02 CAMINHÃO 3/4 (ATA 008/2025 - LOCALEVE SERVIÇOS DE LOCAÇÃO LTDA).
VALOR UNITÁRIO R$ 30.000,00.
ZELADORIA URBANA";;0;;;0;1,H;0;39119;99;5;;2129;False
licitacoes;<b>Processo </b>2025003356/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS;3500;2025-05-22;;2025003356;2025;2025-05-22;;;;;210000.00;210000.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
02 CAMINHÃO 3/4 (ATA 008/2025 - LOCALEVE SERVIÇOS DE LOCAÇÃO LTDA).
VALOR UNITÁRIO R$ 30.000,00.
SEC. MUN. DE INFRAESTRUTURA E OBRAS PUBLICAS.";;0;;;0;1,H;0;39121;99;5;;2129;False
licitacoes;<b>Processo </b>2025003356/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E MODERNIZAÇÃO;9906;2025-05-22;;2025003356;2025;2025-05-22;;;;;210000.00;210000.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
02 CAMINHÃO 3/4 (ATA 008/2025 - LOCALEVE SERVIÇOS DE LOCAÇÃO LTDA).
VALOR UNITÁRIO R$ 30.000,00.
SEC. MUN. DE ADMINISTRAÇÃO E MODERNIZAÇÃO.";;0;;;0;1,H;0;39122;99;5;;2129;False
licitacoes;<b>Processo </b>2025003356/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO E SERVIÇOS REGIONAIS;9400;2025-05-22;;2025003356;2025;2025-05-22;;;;;210000.00;210000.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 CAMINHÃO 3/4 (ATA 008/2025 - LOCALEVE SERVIÇOS DE LOCAÇÃO LTDA).
VALOR UNITÁRIO R$ 30.000,00.
SEC. MUN. DE DESENVOLVIMENTO URBANO E REGULARIZAÇÃO FUNDIÁRIA.";;0;;;0;1,H;0;39123;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE SEGURANCA E MOBILIDADE URBANA;1200;2025-05-22;;2025003211;2025;2025-05-22;;;;;1260000.00;1260000.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
12 VIATURAS PICK-UP CABINE DUPLA CARACTERIZADA (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 15.000,00.
SECRETARIA MUNICIPAL DE MOBILIDADE URBANA E DEFESA CIVIL.";;0;;;0;1,H;0;39125;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;AGÊNCIA DE TRANSPORTE COLETIVO DE PALMAS;1201;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
AGÊNCIA DE TRANSPORTE COLETIVO DE PALMAS.";;0;;;0;1,H;0;39126;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;AGÊNCIA MUNICIPAL DE TURISMO;1400;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
AGÊNCIA MUNICIPAL DE TURISMO.";;0;;;0;1,H;0;39127;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE PROTEÇÃO E BEM-ESTAR ANIMAL;9901;2025-05-22;;2025003211;2025;2025-05-22;;;;;183539.72;183539.72;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
02 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE PROTEÇÃO E BEM-ESTAR ANIMAL.";;0;;;0;1,H;0;39128;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE ZELADORIA URBANA;1900;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE ZELADORIA URBANA.";;0;;;0;1,H;0;39129;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA DO GABINETE DO PREFEITO;9909;2025-05-22;;2025003211;2025;2025-05-22;;;;;183539.72;183539.72;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
02 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA DO GABINETE DO PREFEITO.";;0;;;0;1,H;0;39130;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA DO GABINETE DO PREFEITO;9909;2025-05-22;;2025003211;2025;2025-05-22;;;;;210000.00;210000.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
02 VIATURAS PICK-UP CABINE DUPLA CARACTERIZADA (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 15.000,00.
SECRETARIA DO GABINETE DO PREFEITO.";;0;;;0;1,H;0;39131;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE PLANEJAMENTO E DESENVOLVIMENTO HUMANO;2500;2025-05-22;;2025003211;2025;2025-05-22;;;;;275309.58;275309.58;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
03 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
 SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORÇAMENTO E LICITAÇÕES.";;0;;;0;1,H;0;39132;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO E EMPREGO;2600;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
 SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO E EMPREENDEDORISMO.";;0;;;0;1,H;0;39133;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO RURAL;3300;2025-05-22;;2025003211;2025;2025-05-22;;;;;275309.58;275309.58;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
03 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE AGRICULTURA E SERVIÇOS DO INTERIOR.";;0;;;0;1,H;0;39134;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS;3500;2025-05-22;;2025003211;2025;2025-05-22;;;;;275309.58;275309.58;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
03 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE INFRAESTRURA E OBRAS PÚBLICAS.";;0;;;0;1,H;0;39135;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL;3700;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE AÇÃO SOCIAL.";;0;;;0;1,H;0;39137;99;5;;2129;False
licitacoes;<b>Processo </b>2025000921/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE COMUNICAÇÃO;5600;2025-05-22;;2025000921;2025;2025-05-22;;;;;460337.15;460337.15;AQUISIÇÃO DE ÁGUA MINERAL E GELO;;0;;;0;1,H;0;39139;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE PLANEJAMENTO URBANO;9905;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE PLANEJAMENTO URBANO.";;0;;;0;1,H;0;39140;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE COMUNICAÇÃO;5600;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE COMUNICAÇÃO.";;0;;;0;1,H;0;39141;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;FUNDAÇÃO CULTURAL DE PALMAS;7100;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
FUNDAÇÃO CULTURAL DE PALMAS.";;0;;;0;1,H;0;39142;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;FUNDAÇÃO DE MEIO AMBIENTE DE PALMAS;7800;2025-05-22;;2025003211;2025;2025-05-22;;;;;183539.72;183539.72;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
FUNDAÇÃO DE MEIO AMBIENTE DE PALMAS.";;0;;;0;1,H;0;39143;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DA EDUCAÇÃO;2900;2025-05-22;;2025003211;2025;2025-05-22;;;;;367079.44;367079.44;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO),
SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF:
EXERCÍCIO DE 2025.
04 VEICULOS TIPO PICK-UP AUTOMÁTICA 190CV. (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE EDUCAÇÃO.";;0;;;0;1,H;0;39144;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE GOVERNO E RELAÇÕES INSTITUCIONAIS;7900;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE GOVERNO.";;0;;;0;1,H;0;39146;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E MODERNIZAÇÃO;9906;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E MODERNIZAÇÃO.";;0;;;0;1,H;0;39147;99;5;;2129;False
licitacoes;<b>Processo </b>2025003210/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DA EDUCAÇÃO;2900;2025-05-22;;2025003210;2025;2025-05-22;;;;;726264.00;726264.00;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO
QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
24 VEÍCULOS TIPO PASSEIO TIPO HATCH. (ATA 008/2024 - KAELE LTDA).
VALOR UNITÁRIO R$ 2.823,00. 
2 VEICULOS TIPO VIATURA VAN 16 LUGARES
VALOR UNITÁRIO R$ 18.000,00
SECRETARIA MUNICIPAL DE EDUCAÇÃO";;0;;;0;1,H;0;39148;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;AGENCIA DE REGULACAO, CONTROLE E FISCALIZACAO DE SERVICOS PUBLICOS DE PALMAS;9100;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
AGÊNCIA DE REGULAÇÃO, CONTROLE E FISCALIZAÇÃO DE SERVIÇOS PÚBLICOS DE PALMAS.";;0;;;0;1,H;0;39149;99;5;;2129;False
licitacoes;<b>Processo </b>2025003211/2025;Outros;ADESÃO A REGISTRO DE PREÇOS;Homologada;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO E SERVIÇOS REGIONAIS;9400;2025-05-22;;2025003211;2025;2025-05-22;;;;;91769.86;91769.86;"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS E OPERACIONAIS (ADAPTADOS) SEM USO (ZERO QUILOMETRO), SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL E SISTEMA DE RASTREAMENTO E MONITORAMENTO INCLUSO, REF: EXERCÍCIO DE 2025.
01 PICK-UP PEQUENA PORTE MÉDIO (ATA 006/2025 - KAELE LTDA).
VALOR UNITÁRIO R$ 13.109,98.
SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO E REGULARIZAÇÃO FUNDIÁRIA.";;0;;;0;1,H;0;39150;99;5;;2129;False
